time,content,Cleaned,Sentiment_polarity,Sentiment_subjectivity
2019-10-30 23:33:49,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 23:33:38,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 23:32:12,Even Harriet Tubman’s husband left her for another woman. I’m convinced men are garbage. LMAO #HarrietMovie,even harriet tubman husband left another woman convinced men garbage lmao harrietmovie,0.3,0.5
2019-10-30 23:27:54,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 23:22:23,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 23:20:33,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 23:14:51,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 23:03:49,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 23:03:27,RT @rashaunps: “@CynthiaEriVo needs to do better. She refuses to admit or acknowledge her bias which comes as a blow to those she insults.…,rashaunps cynthiaerivo need better refuse admit acknowledge bias come blow insult,0.5,0.5
2019-10-30 22:58:09,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 22:54:37,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 22:54:28,RT @Behembaba: @Azhrarn2 According to the review the villan of #HarrietMovie is a Black man as a bounty hunter; yet Harriet doesn't harm on…,behembaba azhrarn according review villan harrietmovie black man bounty hunter yet harriet harm,-0.16666666666666666,0.43333333333333335
2019-10-30 22:52:06,"#HarrietMovie Movie with Tom Steyer SC · South Carolina for Tom Steyer 2020

Please consider attending this event t… https://t.co/pJzDKozvg8",harrietmovie movie tom steyer sc south carolina tom steyer please consider attending event,0.0,0.0
2019-10-30 22:49:02,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 22:48:53,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 22:46:17,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 22:37:49,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 22:37:46,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 22:35:04,RT @AaronsPS4: Review: The Adventures of ‘Harriet’ Follows Familiar Tracks via @WeLiveEntmt https://t.co/44cgb3vxHz #HarrietMovie #MovieRev…,aaronsps review adventure harriet follows familiar track via weliveentmt harrietmovie movierev,0.375,0.5
2019-10-30 22:34:25,RT @SrRoseMovies: My feature article on two fine films; #HarrietMovie opens on Nov1. “Two News Movies That Matter: Harriet &amp; A Hidden Life”…,srrosemovies feature article two fine film harrietmovie open nov two news movie matter harriet amp hidden life,0.08333333333333333,0.4444444444444444
2019-10-30 22:33:43,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 22:31:24,RT @paynecth: @IAMQUEENLATIFAH Sis back  off this #HarrietMovie promotion.   We :blue_heart:you  and don’t want you to be caught on the wrong side of…,paynecth iamqueenlatifah si back harrietmovie promotion blue heart want caught wrong side,-0.16666666666666666,0.3333333333333333
2019-10-30 22:31:04,RT @tubmanstamp: “Do you have The Stamp?” Tom Power asks Cynthia Erivo in this interview discussing her portrayal of the famed abolitionist…,tubmanstamp stamp tom power asks cynthia erivo interview discussing portrayal famed abolitionist,0.0,0.0
2019-10-30 22:28:26,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 22:22:31,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 22:20:45,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 22:19:38,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 22:19:07,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 22:18:17,"RT @Xone_Up: This is truly a blessing to be apart of history like this. Super grateful for this opportunity, and s/o the rest of my VSU fam…",xone truly blessing apart history like super grateful opportunity rest vsu fam,0.3333333333333333,0.6666666666666666
2019-10-30 22:17:34,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 22:17:18,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 22:12:34,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 22:08:51,RT @realDailyWire: .@HollywoodInToto: The star of the eagerly awaited biopic #HarrietMovie drew on her own beliefs to bring the American ic…,realdailywire hollywoodintoto star eagerly awaited biopic harrietmovie drew belief bring american ic,0.0,0.0
2019-10-30 22:07:47,#RT @realDailyWire: .@HollywoodInToto: The star of the eagerly awaited biopic #HarrietMovie drew on her own beliefs… https://t.co/L7ie1gKdDF,realdailywire hollywoodintoto star eagerly awaited biopic harrietmovie drew belief,0.0,0.0
2019-10-30 22:06:21,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 22:05:29,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 22:05:07,RT @WhatsNoovie: The fact that it's 2019 and this is the first time we have a movie about American icon Harriet Tubman is ridiculous. That…,whatsnoovie fact first time movie american icon harriet tubman ridiculous,-0.027777777777777773,0.4444444444444444
2019-10-30 22:03:51,.@HollywoodInToto: The star of the eagerly awaited biopic #HarrietMovie drew on her own beliefs to bring the Americ… https://t.co/uu2PYUAedW,hollywoodintoto star eagerly awaited biopic harrietmovie drew belief bring americ,0.0,0.0
2019-10-30 22:02:57,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 22:01:49,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 21:51:28,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 21:49:24,Which new release will you see this w/end? #ArcticDogs #ArcticDogsMovie #JeremyRenner #Harriet #HarrietMovie… https://t.co/Kjlskhz1JI,new release see w end arcticdogs arcticdogsmovie jeremyrenner harriet harrietmovie,0.13636363636363635,0.45454545454545453
2019-10-30 21:48:46,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 21:46:34,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 21:45:14,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 21:43:55,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 21:42:30,RT @paynecth: @IAMQUEENLATIFAH Sis back  off this #HarrietMovie promotion.   We :blue_heart:you  and don’t want you to be caught on the wrong side of…,paynecth iamqueenlatifah si back harrietmovie promotion blue heart want caught wrong side,-0.16666666666666666,0.3333333333333333
2019-10-30 21:35:30,RT @KirbyMaurier: Last night at the L.A. #HarrietMovie premiere. Sang @CynthiaEriVo ! One of the best films I’ve seen in a long time. :thumbs_up_medium_skin_tone::thumbs_up_medium_skin_tone:…,kirbymaurier last night l harrietmovie premiere sang cynthiaerivo one best film seen long time thumb medium skin tone thumb medium skin tone,0.31666666666666665,0.25555555555555554
2019-10-30 21:26:43,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 21:23:32,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 21:22:59,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 21:18:50,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 21:16:42,RT @ministercookie: Has anyone seen #Harriet #HarrietMovie yet? I'm so anxious to see it. How would you rate it? #TuesdayThoughts #Blacktwi…,ministercookie anyone seen harriet harrietmovie yet anxious see would rate tuesdaythoughts blacktwi,-0.25,1.0
2019-10-30 21:16:40,"RT @Chad_Boogie: @CapehartJ #HarrietMovie + the intent behind it run contrary to everything #HarrietTubman fought against.

I will honor he…",chad boogie capehartj harrietmovie intent behind run contrary everything harriettubman fought honor,-0.4,0.7
2019-10-30 21:14:57,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 21:12:26,The fact that it's 2019 and this is the first time we have a movie about American icon Harriet Tubman is ridiculous… https://t.co/kJM50Zc17H,fact first time movie american icon harriet tubman ridiculous,-0.027777777777777773,0.4444444444444444
2019-10-30 21:11:06,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 21:10:01,So they want black people to forget about slavery but they keep making slavery-related movies?! Make it make sense!… https://t.co/TCjFra6wxq,want black people forget slavery keep making slavery related movie make make sense,-0.08333333333333333,0.4166666666666667
2019-10-30 21:07:18,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 21:06:43,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 21:05:01,RT @PeachesJenkins3: Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS people.…,peachesjenkins cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado people,-0.15,0.4
2019-10-30 21:02:21,Cynthia Erivo's dark skin will not be used to shield her from criticism over her ethnic chauvinism toward ADOS peop… https://t.co/dfnsaObNH6,cynthia erivo dark skin used shield criticism ethnic chauvinism toward ado peop,-0.15,0.4
2019-10-30 21:02:03,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 21:00:18,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 21:00:00,Witness the extraordinary true story of an American hero. Cynthia Erivo stars in #HarrietMovie this weekend:… https://t.co/9QMCepOQCW,witness extraordinary true story american hero cynthia erivo star harrietmovie weekend,0.22777777777777777,0.5499999999999999
2019-10-30 20:59:52,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 20:57:19,RT @patrickterril: I don’t know what #cynthiaerivo did to some of y’all. But I know I’m going to see #HarrietMovie. I’m just gonna.,patrickterril know cynthiaerivo know going see harrietmovie gon na,0.0,0.0
2019-10-30 20:51:40,"RT @angelique814: Last night, @CynthiaEriVo blew the roof off the Orpheum with a live performance of “Stand Up” as the end credits rolled o…",angelique last night cynthiaerivo blew roof orpheum live performance stand end credit rolled,0.06818181818181818,0.2833333333333333
2019-10-30 20:48:11,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 20:47:44,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 20:42:10,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 20:42:00,"RT @GameTight14: @cydney432 @TheRoot @HarrietFilm @CynthiaEriVo @leslieodomjr I don't expect any truth,depth,insight, or creatively to come…",gametight cydney theroot harrietfilm cynthiaerivo leslieodomjr expect truth depth insight creatively come,0.5,1.0
2019-10-30 20:40:47,"RT @Xone_Up: This is truly a blessing to be apart of history like this. Super grateful for this opportunity, and s/o the rest of my VSU fam…",xone truly blessing apart history like super grateful opportunity rest vsu fam,0.3333333333333333,0.6666666666666666
2019-10-30 20:39:23,"Pleasing that room we meet in - in Walthamstow’s William Morris community centre - has quote from anti-slavery, Und… https://t.co/h1KU2om7Hb",pleasing room meet walthamstow william morris community centre quote anti slavery und,0.0,0.0
2019-10-30 20:31:39,"@cydney432 @TheRoot @HarrietFilm @CynthiaEriVo @leslieodomjr I don't expect any truth,depth,insight, or creatively… https://t.co/n6ZtNK8sGc",theroot harrietfilm cynthiaerivo leslieodomjr expect truth depth insight creatively,0.5,1.0
2019-10-30 20:30:59,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 20:30:02,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 20:30:00,"MOVIE PASS PKG: Tony Award winner Cynthia Erivo stars as Harriet Tubman in #Harriet, the first big-screen biopic ab… https://t.co/1DPidWgTnG",movie pas pkg tony award winner cynthia erivo star harriet tubman harriet first big screen biopic ab,0.125,0.21666666666666667
2019-10-30 20:29:03,Maybe bc these films are made as a award/money grabs &amp; are disrespectful to the legacies of people they exploit.… https://t.co/NlxiMPGgu2,maybe bc film made award money grab amp disrespectful legacy people exploit,0.0,0.0
2019-10-30 20:28:10,@jondannyoc @IAMQUEENLATIFAH I might be cool on the Entire American Film Industry for a minute! Since… https://t.co/4amdm5Bq8Q,iamqueenlatifah might cool entire american film industry minute since,0.11666666666666665,0.425
2019-10-30 20:27:58,"RT @angelique814: Last night, @CynthiaEriVo blew the roof off the Orpheum with a live performance of “Stand Up” as the end credits rolled o…",angelique last night cynthiaerivo blew roof orpheum live performance stand end credit rolled,0.06818181818181818,0.2833333333333333
2019-10-30 20:24:51,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 20:24:17,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 20:21:34,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 20:18:06,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 20:07:00,RT @tubmanstamp: “Do you have The Stamp?” Tom Power asks Cynthia Erivo in this interview discussing her portrayal of the famed abolitionist…,tubmanstamp stamp tom power asks cynthia erivo interview discussing portrayal famed abolitionist,0.0,0.0
2019-10-30 20:01:16,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 19:59:11,"RT @angelique814: Last night, @CynthiaEriVo blew the roof off the Orpheum with a live performance of “Stand Up” as the end credits rolled o…",angelique last night cynthiaerivo blew roof orpheum live performance stand end credit rolled,0.06818181818181818,0.2833333333333333
2019-10-30 19:58:22,This isn't just disrespectful to both black men and Harriet Tubman. She was one of the most hard core woman in hist… https://t.co/xturYaMcnZ,disrespectful black men harriet tubman one hard core woman hist,-0.22916666666666669,0.4875
2019-10-30 19:56:59,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 19:55:41,"RT @Behembaba: ""... It's also especially interesting that--in the hell that white supremacists built--the Big Bad of Harriet is a Black man…",behembaba also especially interesting hell white supremacist built big bad harriet black man,0.0266666666666667,0.44000000000000006
2019-10-30 19:54:20,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 19:52:32,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 19:51:56,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 19:47:24,RT @ProudMisisipian: I wonder which blue check shill will they send to promote #HarrietMovie. Will it be Beyonce? Cardi B?  Fill in the bla…,proudmisisipian wonder blue check shill send promote harrietmovie beyonce cardi b fill bla,0.0,0.1
2019-10-30 19:40:15,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 19:38:50,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 19:38:02,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 19:34:54,"RT @GraceRandolph: #HarrietMovie REVIEW! 

If, unfortunately for some reason, you need convincing that Harriet Tubman belongs on the $20 bi…",gracerandolph harrietmovie review unfortunately reason need convincing harriet tubman belongs bi,0.0,1.0
2019-10-30 19:33:15,RT @tubmanstamp: “Do you have The Stamp?” Tom Power asks Cynthia Erivo in this interview discussing her portrayal of the famed abolitionist…,tubmanstamp stamp tom power asks cynthia erivo interview discussing portrayal famed abolitionist,0.0,0.0
2019-10-30 19:31:13,Seeing #HarrietMovie movie on Saturday https://t.co/AAxMT9cBDp,seeing harrietmovie movie saturday,0.0,0.0
